Material 1,Material 2,Material 3,Material 4,Material 5,Thickness 1 (m),Thickness 2 (m),Thickness 3 (m),Thickness 4 (m),Thickness 5 (m),Total Thickness (m),Max Reflection (dB)
38,22,40,39,77,-3.442707861994826e-05,0.0003731116952975097,-8.576121077925341e-05,4.8855443975529666e-05,0.0003624126992768183,0.0006641915491506561,-4.7622408506801435
38,40,40,39,47,0.00010345897741703895,-0.00018102143304980802,4.748562812964871e-05,-4.746516342791641e-05,3.0373960251055932e-05,-4.716803067998085e-05,-0.3709261050833271
38,97,40,39,47,0.00010610138096877915,0.0003345428102188783,4.868818051359194e-05,-0.00019596210580919893,3.176512941595515e-05,0.00032513539530800567,-1.9452221425512985
38,40,40,39,47,0.00010345897741703895,-0.00018102143304980802,4.748562812964871e-05,-4.746516342791641e-05,3.0373960251055932e-05,-4.716803067998085e-05,-3.468422910213677
18,40,111,39,38,6.852877423719948e-05,-5.705604583784718e-05,0.00023164400771807545,-0.00013208693434918888,0.00013677688024982165,0.0002478066820180605,-1.433810433228762
38,67,85,39,66,-0.00017585295648603474,0.0003753795959601858,0.00026501613746042176,0.00010342946499194092,0.00028138643253006234,0.000849358674456576,-2.80952846052291
105,79,40,39,47,8.714118638160123e-05,0.0003754167484014237,0.0001537234204664247,-8.634608193890189e-05,-0.00010473314140651305,0.0004252021319040347,-2.3920854468235992
18,40,111,39,38,6.852877423719948e-05,-5.705604583784718e-05,0.00023164400771807545,-0.00013208693434918888,0.00013677688024982165,0.0002478066820180605,-3.2796800432565707
38,40,40,39,63,2.7719814428832144e-05,1.9300255352653276e-05,-3.133989244490913e-05,-0.00010523017849912438,0.00036303876875792666,0.00027348876759537854,-3.133499809778481
38,40,40,39,47,0.00010345897741703895,-0.00018102143304980802,4.748562812964871e-05,-4.746516342791641e-05,3.0373960251055932e-05,-4.716803067998085e-05,-4.287299070472165
38,40,40,39,47,-0.0001622453514677551,-0.00016766982919162157,7.609753945335133e-05,1.809307532407675e-05,9.79447644523037e-05,-0.0001377798014296448,-3.6438005834282006
