Frequency_Hz,Real_Epsilon,Imag_Epsilon,Mu
0.2,16.353002454228488,-0.016583877281877733,1
0.30000000000000004,16.35049211715181,-0.020965070205504,1
0.4,16.34780988190731,-0.0224278453409508,1
0.5,16.345048446257554,-0.022320933766662422,1
0.6000000000000001,16.34224874938296,-0.02124485819728488,1
0.7,16.33943255985154,-0.019519728379139196,1
0.8,16.336612888959337,-0.017336417286017387,1
0.9000000000000001,16.333798176385834,-0.014817860439437863,1
1.0,16.330994241199317,-0.01204783547550875,1
1.1,16.328205291826208,-0.00908595232491894,1
1.2,16.325434491689467,-0.005976093617002742,1
1.3,16.322684296081107,-0.0027514652103941065,1
1.4000000000000001,16.319956662963403,0.0005622301823603251,1
1.5,16.317253190363573,0.00394471686483934,1
1.6,16.314575209037532,0.007379741395266745,1
1.7,16.311923846812252,0.01085409441951296,1
1.8,16.30930007440057,0.014356912503274089,1
1.9000000000000001,16.306704738747634,0.017879168970393988,1
2.0,16.304138587776816,0.021413295488130382,1
2.1,16.301602289072544,0.024952896071330485,1
2.2,16.29909644420519,0.02849252767760438,1
2.3000000000000003,16.296621599869027,0.032027529613243996,1
2.4000000000000004,16.294178256652863,0.03555388927321583,1
2.5000000000000004,16.291766876027324,0.039068135307806603,1
2.6000000000000005,16.28938788597116,0.04256725175647863,1
2.7,16.287041685546704,0.046048608397547985,1
2.8000000000000003,16.28472864865519,0.049509903772904845,1
2.9000000000000004,16.28244912714547,0.052949118217427524,1
3.0000000000000004,16.280203453408305,0.05636447485689762,1
3.1000000000000005,16.27799194255784,0.059754407005895405,1
3.2,16.275814894279165,0.06311753074595543,1
3.3000000000000003,16.273672594403735,0.06645262172713444,1
3.4000000000000004,16.271565316261444,0.0697585954362022,1
3.5000000000000004,16.269493321848174,0.07303449032829598,1
3.6000000000000005,16.267456862840035,0.07627945333787152,1
3.7,16.265456181479298,0.07949272737767786,1
3.8000000000000003,16.263491511352484,0.0826736405075515,1
3.9000000000000004,16.261563078077376,0.08582159651269827,1
4.0,16.259671099912484,0.08893606667728414,1
4.1000000000000005,16.25781578830045,0.0920165825761835,1
4.2,16.25599734835474,0.09506272973761884,1
4.300000000000001,16.25421597929745,0.09807414205369072,1
4.4,16.25247187485485,0.10105049683558827,1
4.5,16.250765223616234,0.10399151042651023,1
4.6000000000000005,16.249096209360673,0.10689693429870609,1
4.7,16.247465011355786,0.10976655157212442,1
4.800000000000001,16.245871804631808,0.1126001739013691,1
4.9,16.244316760233914,0.11539763868535337,1
5.000000000000001,16.242800045455347,0.11815880656049248,1
5.1000000000000005,16.241321824053372,0.12088355914370263,1
5.2,16.23988225645003,0.12357179699605413,1
5.300000000000001,16.238481499919278,0.12622343778181722,1
5.4,16.237119708761842,0.1288384146009372,1
5.500000000000001,16.235797034469172,0.13141667447580058,1
5.6000000000000005,16.234513625877383,0.1339581769755607,1
5.7,16.23326962931224,0.13646289296336753,1
5.800000000000001,16.23206518872599,0.13893080345362396,1
5.9,16.230900445826773,0.1413618985679369,1
6.000000000000001,16.229775540201217,0.1437561765797547,1
6.1000000000000005,16.228690609430867,0.1461136430388482,1
6.2,16.22764578920288,0.14843430996779017,1
6.300000000000001,16.22664121341551,0.15071819512346868,1
6.4,16.225677014278688,0.15296532131743779,1
6.500000000000001,16.224753322410216,0.15517571578957617,1
6.6000000000000005,16.223870266927722,0.15734940963011712,1
6.7,16.223027975536816,0.15948643724563166,1
6.800000000000001,16.222226574615615,0.1615868358650009,1
6.9,16.221466189295924,0.16365064508182112,1
7.000000000000001,16.22074694354128,0.1656779064300402,1
7.1000000000000005,16.22006896022203,0.167668662989941,1
7.2,16.219432361187646,0.1696229590218692,1
7.300000000000001,16.21883726733647,0.171540839625352,1
7.4,16.218283798682904,0.17342235042148046,1
7.500000000000001,16.21777207442237,0.17526753725662347,1
7.6000000000000005,16.217302212994014,0.17707644592572025,1
7.7,16.21687433214132,0.17884912191356162,1
7.800000000000001,16.216488548970737,0.18058561015260644,1
7.9,16.21614498000843,0.18228595479601478,1
8.0,16.21584374125517,0.18395019900468956,1
8.1,16.21558494823957,0.18557838474722707,1
8.2,16.215368716069595,0.18717055261176535,1
8.299999999999999,16.215195159482533,0.18872674162880898,1
8.4,16.21506439289342,0.19024698910418447,1
8.5,16.21497653044201,0.19173133046134436,1
8.6,16.21493168603832,0.1931797990923117,1
8.7,16.214929973406853,0.19459242621660117,1
8.799999999999999,16.21497150612945,0.19596924074751562,1
8.9,16.21505639768692,0.19731026916525768,1
9.0,16.215184761499405,0.19861553539633953,1
9.1,16.21535671096559,0.1998850606988174,1
9.2,16.215572359500733,0.20111886355290742,1
9.299999999999999,16.21583182057354,0.2023169595565745,1
9.4,16.21613520774202,0.20347936132571864,1
9.5,16.216482634688184,0.20460607839860345,1
9.6,16.216874215251778,0.20569711714420502,1
9.7,16.217310063462964,0.2067524806741735,1
9.8,16.217790293573984,0.20777216875813015,1
9.9,16.218315020089907,0.2087561777420312,1
10.0,16.21888435779838,0.20970450046935984,1
