Frequency_GHz,Real_Epsilon_MGT,Imag_Epsilon_MGT,Real_Mu_MGT,Imag_Mu_MGT
0.2,3.471766604562251,0.2622147662592461,2.3705844455796607,0.055689735132808685
0.30000000000000004,3.470381352928162,0.2595764875333823,2.4006409825990893,0.12491454411570227
0.4,3.470680290211624,0.25775722930168554,2.4192043469312043,0.20665892005894715
0.5,3.471815484208517,0.25656874234640825,2.4265327815689672,0.29918949175994547
0.6000000000000001,3.4734040445936345,0.2558574199815371,2.4183480552748797,0.40272495007810205
0.7,3.4752445264652705,0.25551015505796987,2.3869692119979686,0.5134543229835086
0.8,3.477220253879634,0.25544335042144045,2.3266489713333405,0.6205874210905792
0.9000000000000001,3.479259046624414,0.2555939429681195,2.24013697400184,0.7096790251788969
1.0,3.4813140806761633,0.2559133032064116,2.139282431235472,0.7710808347755681
1.1,3.4833538933147166,0.256363170517032,2.03796545644601,0.8047594479373579
1.2,3.4853567788434514,0.2569129084797886,1.9453203047829262,0.8172947706739172
1.3,3.487307466023312,0.2575376115505713,1.8645989107695828,0.8164322328190067
1.4000000000000001,3.489195057749223,0.2582167693885952,1.7954117641923788,0.8081100764985986
1.5,3.491011705323118,0.2589333042712443,1.7359884908817784,0.7960358617442878
1.6,3.492751728597356,0.2596728636497265,1.6844064832863967,0.7822676811220393
